# List of aircraft types to use in the traffic database
# Open in Excel as a comma delimited file for viewing/editing
# Notes:
#   typeKey = a unique keyword used to identify this type of aircraft (max 15 chars)
#   title = the aircraft title string from aircraft.cfg
#   speed = cruising speed in knots true airspeed (KTAS)
#   minAlt maxAlt = minimum and maximum cruise flight levels in hundreds of feet
#   minRange maxRange = minimum and maximum range in nautical miles
#   minRwyLen = minimum runway length in feet required by this aircraft
#   runwayTypes = HARD|SOFT|WATER|SNOW (choose one or more)
#   radius = minimum parking radius in meters required by this aircraft
#   parkingTypes = RAMP|CARGO|GATE|DOCK|MIL_CARGO|MIL_COMBAT (choose one or more)
#   IFR% = probability of this aircraft flying IFR (0 - 100)
#   AutoRoute? = automatically generate route for this aircraft (yes/no)
#   TouchAndGo? = allow touch and goes when automatically generating routes (yes/no)
#
#   Duplicate entries are used to roughly allocate weight to various aircraft (e.g. we
#   want the Maul to be 40% as common as the 172. Also note that some radius values may
#   not be accurate. They can be tweaked upward to get desireable distribution - CARGO
#   spots are 50 meters so we call the 747 cargo variant 40 meters to make them be accepted
#   as valid for CARGO parking areas.
# typeKey,Title,Cruise,minAlt,maxAlt,minRange,maxRange,minRwyLen,runwayTypes,radius,parkingTypes,IFR%,AutoRoute?,TouchAndGo?
# ,,(KTAS),(FL),(FL),(nm),(nm),(ft),,(m),,,,
#A3ST,A3STAIB,400,250,300,50,2500,5990,HARD,40,CARGO|RAMP,100,yes,no
#A300-0,A30BAIB,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-1,A30BAZA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-2,A30BBCS,446,250,380,50,3600,6000,HARD,18,GATE|RAMP|CARGO,100,yes,no
#A300-3,A30BBCS2,446,250,380,50,3600,6000,HARD,18,GATE|RAMP|CARGO,100,yes,no
#A300-4,A30BDHL,446,250,380,50,3600,6000,HARD,18,GATE|RAMP|CARGO,100,yes,no
#A300-5,A30BDOA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-6,A30BDOA2,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-7,A30BEAL,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-8,A30BIRA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-9,A30BIRA2,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-10,A30BIRM,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-11,A30BITF,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-12,A30BMSX,446,250,380,50,3600,6000,HARD,18,GATE|RAMP|CARGO,100,yes,no
#A300-13,A30BOHY,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-14,A30BPAA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-15,A30BSVA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-16,A30BTAY,446,250,380,50,3600,6000,HARD,18,GATE|RAMP|CARGO,100,yes,no
#A300-17,A30BTEJ,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A300-18,A30BVIA,446,250,380,50,3600,6000,HARD,18,GATE|RAMP,100,yes,no
#A318-0,A318AFR,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-1,A318AIB,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-2,A318AVA,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-3,A318BAW,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-4,A318CKY,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-5,A318FFT,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-6,A318LAN,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-7,A318LNE,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-8,A318MXA,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-9,A318ONE,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-10,A318RJA,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-11,A318ROT,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-12,A318SVW,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#A318-13,A318UNA,447,250,380,50,3000,5997,HARD,13,GATE|RAMP,100,yes,no
#AIRBUS A320 - LUFTHANSA
B744-0,Boeing 747-400,505,280,400,1000,5394,11000,HARD,40,CARGO,100,yes,no
B744-2,Boeing 747-400 Paint2,505,280,400,1000,5394,11000,HARD,33,GATE,100,yes,no
B744-4,Boeing 747-400 Paint4,505,280,400,1000,5394,11000,HARD,33,GATE,100,yes,no
B744-5,Boeing 747-400 Paint5,505,280,400,1000,5394,11000,HARD,33,GATE,100,yes,no
B744-8,Boeing 747-400 Paint8,505,280,400,1000,5394,11000,HARD,40,CARGO,100,yes,no
#CRJ-200 - IBERIA
CRJ2-6,CRJ2ANE,460,100,400,50,2100,4500,HARD,11,GATE|RAMP,100,yes,no
CRJ7-0,Bombardier CRJ 700 Paint1,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-1,Bombardier CRJ 700 Paint2,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-0a,Bombardier CRJ 700 Paint1,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-1a,Bombardier CRJ 700 Paint2,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-0b,Bombardier CRJ 700 Paint1,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-1b,Bombardier CRJ 700 Paint2,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-0c,Bombardier CRJ 700 Paint1,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
CRJ7-1c,Bombardier CRJ 700 Paint2,464,300,360,100,2423,5038,HARD,13,GATE|RAMP,100,yes,no
#CRJ-900 - IBERIA 
CRJ9-0,CRJ9ANE2,380,100,400,50,2423,5038,HARD,13,GATE|RAMP,100,yes,no
#CRJ-1000 - IBERIA
CRJX-1,CRJXANE,380,100,360,50,2423,5038,HARD,13,GATE|RAMP,100,yes,no
C208-0,Cessna Grand Caravan,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C208-1,Cessna Grand Caravan Paint1,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C208-2,Cessna Grand Caravan Paint2,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C208-3,Cessna Grand Caravan Paint3,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C208-0a,Cessna Grand Caravan,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C208-1a,Cessna Grand Caravan Paint1,175,30,150,50,1519,4000,HARD|SOFT,8,RAMP,40,yes,no
C172-0,Cessna Skyhawk 172SP,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-1,Cessna Skyhawk 172SP Paint1,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-2,Cessna Skyhawk 172SP Paint2,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-3,Cessna Skyhawk 172SP Paint3,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-4,Cessna Skyhawk 172SP Paint4,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-0a,Cessna Skyhawk 172SP,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-1a,Cessna Skyhawk 172SP Paint1,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-2a,Cessna Skyhawk 172SP Paint2,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-3a,Cessna Skyhawk 172SP Paint3,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
C172-4a,Cessna Skyhawk 172SP Paint4,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,10,yes,yes
DHC2-1,DeHavilland Beaver DHC2 Paint1,175,30,70,50,1519,4000,WATER,8,DOCK,40,no,no
DHC2-2,DeHavilland Beaver DHC2 Paint2,175,30,70,50,1519,4000,WATER,8,DOCK,40,no,no
DH8A-1,de Havilland Dash 8-100 Paint1,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-2,de Havilland Dash 8-100 Paint2,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-1a,de Havilland Dash 8-100 Paint1,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-2a,de Havilland Dash 8-100 Paint2,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-1b,de Havilland Dash 8-100 Paint1,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-2b,de Havilland Dash 8-100 Paint2,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-1c,de Havilland Dash 8-100 Paint1,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DH8A-2c,de Havilland Dash 8-100 Paint2,265,100,200,50,603,4000,HARD,13,RAMP,100,yes,no
DC3-0,Douglas DC-3,120,1,287,15,1840,4000,HARD|SOFT|SNOW,15,RAMP,50,no,no
DC3-1,Douglas DC-3 Paint1,120,1,287,15,1840,4000,HARD|SOFT|SNOW,15,RAMP,50,no,no
DC3-2,Douglas DC-3 Paint2,120,1,287,15,1840,4000,HARD|SOFT|SNOW,15,RAMP,50,no,no
DC3-3,Douglas DC-3 Paint3,120,1,287,15,1840,4000,HARD|SOFT|SNOW,15,RAMP,50,no,no
#EMBRAER-145  PORTUGALIA
E145-0,E145PGA,450,100,370,50,1600,5038,HARD,13,RAMP|GATE,100,yes,no
#EMBRAER-190 AIR EUROPA
E190-1,E190AEA195,450,100,370,50,1600,5038,HARD,13,RAMP|GATE,100,yes,no
#Extra,Extra 300S,178,20,120,50,326,2500,HARD,4,RAMP,0,no,no
G21-1,Grumman Goose G21A paint1,175,30,70,50,1519,4000,HARD,8,RAMP,40,no,no
G21-2,Grumman Goose G21A paint2,175,30,70,50,1519,4000,HARD,8,RAMP,40,no,no
G21-3,Grumman Goose G21A paint3,175,30,70,50,1519,4000,HARD,8,RAMP,40,no,no
G21-5,Grumman Goose G21A paint5,175,30,70,50,1519,4000,HARD,8,RAMP,40,no,no
LJ45-0,Learjet 45,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-1,Learjet 45 Limited Edition,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-0a,Learjet 45,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-1a,Learjet 45 Limited Edition,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-0b,Learjet 45,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-1b,Learjet 45 Limited Edition,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
LJ45-0c,Learjet 45,464,300,360,100,2423,5038,HARD,8,RAMP,100,yes,no
M7-1,Maule M7 260C paint1,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,20,yes,yes
M7-4,Maule M7 260C paint4,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,20,yes,yes
M7-1a,Maule M7 260C paint1,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,20,yes,yes
M7-4a,Maule M7 260C paint4,129,20,100,15,554,2500,HARD|SOFT,6,RAMP,20,yes,yes
M7SKI,Maule M7 260C Ski,129,20,100,15,554,2500,SNOW,6,RAMP,10,yes,no
MD83-0,McDonnell-Douglas/Boeing MD-83,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
MD83-1,McDonnell-Douglas/Boeing MD-83 Paint1,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
MD83-2,McDonnell-Douglas/Boeing MD-83 Paint2,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
MD83-0a,McDonnell-Douglas/Boeing MD-83,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
MD83-1a,McDonnell-Douglas/Boeing MD-83 Paint1,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
MD83-2a,McDonnell-Douglas/Boeing MD-83 Paint2,438,250,350,250,2647,6549,HARD,17,GATE,100,yes,no
M20-0,Mooney Bravo,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
M20-1,Mooney Bravo Retro,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
M20-0a,Mooney Bravo,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
M20-1a,Mooney Bravo Retro,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
M20-0b,Mooney Bravo,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
M20-1b,Mooney Bravo Retro,195,50,220,50,1029,2500,HARD,6,RAMP,50,yes,no
PA28-0,Piper Cherokee 180,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-1,Piper Cherokee 180 Paint1,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-2,Piper Cherokee 180 Paint2,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-0a,Piper Cherokee 180,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-1a,Piper Cherokee 180 Paint1,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-2a,Piper Cherokee 180 Paint2,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-0b,Piper Cherokee 180,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-1b,Piper Cherokee 180 Paint1,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-2b,Piper Cherokee 180 Paint2,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
PA28-0c,Piper Cherokee 180,124,20,100,15,497,2500,HARD|SOFT,5,RAMP,10,yes,yes
J3C65-0,Piper Cub,63,1,119,15,152,2500,HARD|SOFT|SNOW,6,RAMP,0,no,no
